166.0 2.6 1056.25 150
103.0 2.0 1173.75 112
131.0 2.2 1140.0 88
172.0 2.2 1092.0 80
131.0 1.6 1205.0 51
89.0 1.2 1336.5 38
62.0 1.2 1461.75 31
62.0 1.0 1453.25 31
45.0 0.9 1579.0 24
-200.0 0.6 1705.0 19
21.0 -200.0 1817.5 14
16.0 0.7 1918.0 8
34.0 0.7 1738.25 16
98.0 1.1 1489.75 29
174.0 2.0 1136.0 64
129.0 2.2 1079.0 87
112.0 1.7 1218.0 77
95.0 1.5 1327.5 43
104.0 1.6 1301.25 61
146.0 1.9 1162.25 63
207.0 2.9 983.25 164
184.0 2.2 1081.75 79
193.0 2.2 1102.5 95
243.0 2.9 1008.0 150
281.0 4.8 798.5 307
383.0 6.9 702.25 461
351.0 6.1 742.75 401
240.0 3.9 957.25 197
94.0 1.5 1325.25 61
47.0 1.0 1564.5 26
122.0 1.7 1253.5 55
133.0 1.9 1247.25 53
82.0 1.4 1395.5 40
-200.0 0.8 1680.25 21
21.0 -200.0 1892.75 10
30.0 0.6 1894.5 7
56.0 0.8 1684.75 17
109.0 1.4 1387.0 33
307.0 4.4 896.5 202
-200.0 -200.0 767.25 -200
187.0 3.1 912.0 208
216.0 2.7 969.0 166
143.0 2.1 1034.5 114
160.0 2.5 1007.5 140
163.0 2.7 948.75 169
190.0 2.9 921.75 185
178.0 2.8 954.0 165
150.0 2.4 1005.75 133
206.0 3.9 812.25 233
202.0 3.7 821.0 242
340.0 6.6 624.0 488
274.0 4.4 752.0 333
253.0 3.5 839.0 215
300.0 5.4 740.5 367
193.0 2.7 962.5 122
139.0 1.9 1071.25 67
83.0 1.6 1176.25 43
-200.0 1.7 1178.5 46
109.0 -200.0 1132.25 56
62.0 1.0 1420.25 30
53.0 1.2 1406.25 27
139.0 1.5 1228.0 47
256.0 2.7 935.25 132
295.0 3.7 830.33333333333 239
250.0 3.2 868.5 160
296.0 4.1 808.25 283
239.0 3.6 875.25 210
153.0 2.8 986.5 154
118.0 2.0 1087.75 112
119.0 2.0 1049.0 108
138.0 2.5 1004.0 111
148.0 2.3 975.5 97
227.0 3.2 830.5 191
277.0 4.2 757.5 258
279.0 4.2 754.25 284
283.0 4.2 762.0 269
214.0 3.1 844.0 180
172.0 2.6 892.0 116
190.0 2.9 888.5 93
174.0 2.8 879.75 131
128.0 2.5 952.5 92
-200.0 2.4 920.5 132
70.0 -200.0 1130.25 56
53.0 1.2 1271.5 32
44.0 1.0 1395.25 29
74.0 0.9 1383.5 27
101.0 1.4 1224.75 36
118.0 1.6 1055.25 57
144.0 2.2 951.75 129
176.0 2.8 878.25 148
161.0 2.8 906.75 145
113.0 2.0 1083.75 93
103.0 1.8 1103.5 84
112.0 1.9 1081.25 99
170.0 3.0 973.75 150
180.0 2.9 942.5 156
160.0 2.5 929.25 122
261.0 4.6 753.25 262
325.0 5.9 680.5 341
217.0 3.4 783.75 214
146.0 2.1 923.5 100
152.0 2.2 933.0 79
104.0 1.8 985.0 66
106.0 1.8 1010.25 73
108.0 1.8 998.25 66
-200.0 1.1 1128.25 44
66.0 -200.0 1150.0 44
88.0 1.0 1155.75 39
138.0 1.4 1029.5 51
228.0 2.2 896.75 107
360.0 5.5 652.0 336
478.0 8.1 536.75 618
394.0 5.8 621.5 438
319.0 4.2 709.75 334
201.0 3.1 830.5 221
171.0 2.9 829.5 207
159.0 2.9 838.25 191
153.0 2.5 926.0 185
143.0 2.3 949.75 141
156.0 2.8 856.5 214
314.0 6.1 631.25 471
404.0 8.0 542.25 685
320.0 6.5 565.0 538
256.0 4.2 678.25 319
193.0 3.2 764.25 224
89.0 1.4 1008.25 67
127.0 2.1 852.33333333333 155
79.0 1.2 1097.75 49
43.0 0.8 1319.5 29
-200.0 0.7 1375.5 25
59.0 -200.0 1315.75 25
38.0 0.6 1411.5 17
82.0 0.9 1245.75 27
99.0 1.3 1161.75 50
263.0 3.4 770.0 218
229.0 3.7 697.5 285
396.0 5.3 628.25 437
314.0 4.1 730.0 327
217.0 3.3 775.5 283
252.0 4.0 724.0 366
263.0 3.8 772.5 318
180.0 2.8 892.75 228
184.0 2.9 905.25 201
190.0 2.9 898.25 199
184.0 3.4 858.75 237
181.0 3.9 800.25 261
166.0 3.2 854.25 230
317.0 5.1 700.0 349
184.0 2.6 817.5 183
130.0 1.7 935.0 88
132.0 1.7 922.0 85
95.0 1.2 1065.5 47
70.0 0.9 1169.25 34
-200.0 0.7 1291.5 26
54.0 -200.0 1396.0 17
28.0 0.5 1459.5 11
46.0 0.5 1416.5 18
160.0 1.6 1038.0 84
320.0 4.1 702.25 260
377.0 6.6 552.75 534
280.0 4.3 702.5 368
221.0 2.9 818.5 200
210.0 2.5 905.0 145
204.0 2.8 860.5 188
161.0 2.6 886.5 152
135.0 2.0 1013.0 103
186.0 2.9 939.5 193
147.0 2.5 1032.0 134
299.0 5.0 793.0 386
411.0 7.6 616.75 577
347.0 6.7 596.75 523
336.0 5.7 652.5 472
202.0 2.8 769.5 206
178.0 2.6 731.0 216
154.0 2.3 795.75 159
92.0 1.4 946.75 70
61.0 1.0 1056.75 44
-200.0 0.7 1195.5 42
60.0 -200.0 1260.25 28
37.0 0.6 1293.25 20
68.0 0.7 1251.25 26
139.0 1.5 1005.25 78
339.0 4.7 667.0 319
421.0 6.6 540.5 506
349.0 4.5 685.75 -200
224.0 2.8 830.5 -200
171.0 2.2 898.75 -200
149.0 2.2 891.0 -200
137.0 2.3 901.25 -200
149.0 2.2 933.66666666667 -200
172.0 2.8 822.0 -200
166.0 2.7 873.0 -200
214.0 3.7 764.25 -200
280.0 5.1 683.25 -200
276.0 5.1 683.5 -200
178.0 3.2 814.0 -200
129.0 2.1 885.25 -200
95.0 1.7 948.25 -200
126.0 2.0 918.0 -200
103.0 1.6 1021.25 -200
48.0 0.9 1228.5 -200
-200.0 0.7 1381.5 -200
20.0 -200.0 1439.75 -200
18.0 0.5 1619.75 -200
56.0 0.7 1372.5 -200
115.0 1.5 1054.0 -200
320.0 4.8 670.75 -200
357.0 6.2 574.5 -200
253.0 4.0 700.5 -200
218.0 3.3 758.75 -200
192.0 2.8 813.0 -200
176.0 3.0 793.0 -200
198.0 3.3 770.75 -200
212.0 3.5 724.25 -200
249.0 4.0 708.0 -200
270.0 4.6 689.75 -200
231.0 4.1 704.0 -200
251.0 4.5 677.25 -200
210.0 3.9 697.5 -200
249.0 4.0 747.5 -200
143.0 2.2 903.75 -200
127.0 2.1 947.75 -200
104.0 1.7 1064.0 -200
86.0 1.6 1105.25 -200
74.0 1.3 1181.75 -200
-200.0 1.3 1252.25 -200
44.0 -200.0 1308.0 -200
42.0 0.8 1259.75 -200
63.0 0.8 1316.75 -200
115.0 1.1 1160.5 -200
170.0 2.1 902.25 -200
147.0 2.4 833.75 -200
166.0 2.6 776.25 -200
195.0 2.8 767.5 -200
182.0 2.6 782.25 -200
168.0 2.6 808.75 -200
125.0 2.1 899.5 -200
95.0 1.7 980.0 -200
79.0 1.6 1035.5 -200
119.0 2.1 929.75 -200
142.0 2.3 855.5 -200
215.0 3.5 734.0 -200
229.0 3.9 732.75 -200
206.0 3.3 785.25 -200
147.0 2.3 863.75 -200
122.0 2.1 904.75 -200
175.0 2.8 835.0 -200
133.0 2.1 940.5 -200
89.0 1.6 1003.75 -200
-200.0 1.6 987.0 -200
85.0 -200.0 1028.5 -200
55.0 1.1 1135.75 -200
24.0 0.7 1300.0 -200
72.0 0.8 1142.5 -200
122.0 1.2 1061.75 -200
111.0 1.4 995.75 -200
123.0 1.7 913.5 -200
106.0 1.8 911.25 -200
103.0 1.8 952.75 -200
102.0 1.9 980.5 -200
48.0 1.3 1143.75 -200
63.0 1.6 962.0 -200
98.0 1.9 1059.75 -200
132.0 2.3 960.75 -200
173.0 3.8 769.25 -200
185.0 3.5 823.0 -200
266.0 4.3 769.25 -200
188.0 2.8 883.25 -200
122.0 1.9 933.25 -200
112.0 1.9 920.25 -200
93.0 1.7 995.25 -200
74.0 1.5 1050.25 -200
23.0 0.6 1416.5 -200
-200.0 0.4 1812.75 -200
17.0 -200.0 1755.5 -200
15.0 0.3 1785.75 -200
41.0 0.6 1479.5 -200
86.0 1.2 1072.0 -200
226.0 3.6 732.0 -200
214.0 3.7 711.0 -200
115.0 1.8 1031.75 -200
124.0 1.6 1025.75 -200
122.0 1.9 947.25 -200
107.0 2.0 954.75 -200
133.0 2.2 951.75 -200
130.0 2.1 965.0 -200
150.0 2.3 964.25 451
138.0 2.6 928.0 185
213.0 3.8 720.0 426
232.0 4.4 677.5 672
238.0 4.5 678.0 624
180.0 3.3 775.25 325
128.0 2.0 920.0 143
65.0 1.1 1141.75 89
53.0 0.9 1204.25 73
47.0 0.8 1271.0 48
51.0 0.7 1298.25 47
-200.0 0.5 1522.25 36
20.0 -200.0 1700.75 25
13.0 0.3 1908.0 19
33.0 0.5 1542.0 26
103.0 1.1 1178.25 60
224.0 3.0 851.0 248
244.0 3.8 684.25 535
237.0 3.4 760.0 340
220.0 3.0 791.75 325
207.0 2.7 836.5 267
208.0 3.5 770.25 325
160.0 2.8 880.5 268
131.0 1.9 923.75 136
128.0 2.0 944.25 118
176.0 3.0 817.75 276
107.0 1.9 961.75 151
131.0 2.7 853.5 236
166.0 3.3 812.0 220
89.0 1.7 1006.0 87
81.0 1.3 1141.3333333333 81
78.0 1.3 1105.25 74
70.0 1.2 1136.75 55
76.0 1.1 1150.5 74
43.0 0.9 1319.75 35
-200.0 0.6 1492.75 29
44.0 -200.0 1477.25 29
34.0 0.6 1572.0 20
43.0 0.8 1495.75 32
79.0 1.2 1185.75 84
174.0 3.1 831.5 245
235.0 4.4 652.0 553
218.0 3.4 761.75 450
136.0 1.7 950.0 118
117.0 1.5 1012.25 118
119.0 1.7 958.75 144
126.0 2.2 879.0 159
100.0 -200.0 1015.25 122
197.0 2.7 828.75 230
195.0 2.8 773.75 320
156.0 2.7 828.25 263
247.0 4.5 680.75 556
190.0 3.5 795.25 458
169.0 2.6 927.75 214
118.0 1.7 1064.25 97
81.0 1.3 1186.25 79
80.0 1.3 1167.75 81
42.0 1.0 1399.5 52
38.0 0.7 1450.25 38
-200.0 0.7 1564.0 35
18.0 0.5 1706.75 29
12.0 0.5 1934.5 21
43.0 0.6 1603.75 46
84.0 1.1 1260.25 55
184.0 2.7 902.25 271
202.0 3.5 740.25 434
133.0 2.3 969.0 300
130.0 1.6 1039.0 116
106.0 1.3 1081.0 95
132.0 2.0 957.5 211
106.0 1.9 976.0 168
125.0 1.9 986.25 154
138.0 2.2 939.25 267
120.0 2.0 968.0 143
158.0 2.9 835.75 374
253.0 5.2 666.25 797
231.0 4.6 691.5 698
150.0 2.5 904.0 234
99.0 1.5 1083.0 104
75.0 1.2 1153.75 67
93.0 1.7 1098.25 88
79.0 1.4 1131.0 79
67.0 1.2 1207.5 61
-200.0 0.6 1449.25 43
45.0 0.7 1398.0 40
72.0 0.8 1209.75 52
103.0 0.9 1130.0 64
132.0 1.6 1014.75 88
239.0 3.4 783.25 375
275.0 3.8 681.75 592
232.0 3.1 771.75 357
180.0 2.7 826.0 296
112.0 2.0 947.75 181
116.0 2.3 914.66666666667 211
103.0 1.9 1015.0 199
89.0 1.3 1151.5 81
112.0 1.9 975.5 143
127.0 2.3 886.25 247
125.0 2.4 868.25 239
120.0 2.7 875.5 267
120.0 2.6 916.0 261
99.0 1.5 1097.25 97
79.0 1.2 1185.25 66
66.0 1.1 1236.5 60
94.0 1.5 1143.75 77
70.0 1.0 1289.5 57
75.0 1.2 1142.25 65
-200.0 1.1 1191.0 59
57.0 -200.0 1209.0 48
32.0 0.8 1417.0 27
54.0 0.9 1373.0 25
68.0 1.1 1270.25 42
98.0 1.5 1049.75 78
128.0 1.8 921.5 128
129.0 2.1 941.5 184
130.0 2.1 991.75 156
111.0 1.9 993.75 176
106.0 2.1 949.5 232
137.0 2.5 888.25 305
113.0 1.9 1051.25 150
122.0 2.2 933.5 188
137.0 2.3 916.25 221
165.0 2.7 885.5 219
196.0 3.0 826.75 306
174.0 2.8 840.5 270
140.0 2.2 947.5 231
102.0 1.6 1022.75 125
130.0 2.1 906.0 122
121.0 2.3 929.75 161
111.0 2.3 939.25 101
87.0 1.7 1012.75 95
-200.0 2.2 935.25 129
77.0 1.3 1109.75 96
39.0 0.8 1325.0 54
77.0 1.1 1250.75 63
91.0 1.4 1219.0 72
105.0 1.3 1136.0 91
133.0 1.9 958.5 127
128.0 2.3 917.75 193
126.0 2.3 932.5 188
92.0 1.8 1020.25 151
66.0 1.4 1159.25 103
50.0 1.0 1285.0 55
70.0 1.4 1188.5 104
73.0 1.3 1212.75 116
77.0 1.3 1216.5 93
86.0 1.4 1174.25 93
93.0 1.9 1067.5 155
105.0 1.8 1101.75 115
67.0 1.1 1261.0 75
63.0 1.1 1266.0 65
63.0 1.1 1299.75 57
46.0 0.9 1396.25 40
21.0 0.6 1587.5 27
22.0 0.5 1643.0 23
-200.0 0.7 1557.0 28
39.0 0.6 1496.3333333333 21
55.0 0.7 1441.25 33
76.0 0.9 1309.0 40
181.0 2.9 844.25 279
259.0 4.1 713.5 743
118.0 1.5 1111.25 147
119.0 1.5 1133.25 97
123.0 1.5 1105.0 118
92.0 1.4 1129.25 91
91.0 1.6 1070.0 146
103.0 1.5 1131.0 139
102.0 1.4 1131.25 155
94.0 1.5 1098.25 128
98.0 1.9 995.75 166
126.0 2.5 904.5 299
108.0 2.1 956.5 163
95.0 1.6 1065.75 154
78.0 1.2 1220.5 80
61.0 1.1 1278.0 58
55.0 1.0 1338.75 55
57.0 1.0 1417.5 33
41.0 0.7 1467.5 33
46.0 0.7 1402.0 32
-200.0 0.8 1456.75 25
41.0 -200.0 1462.0 29
52.0 0.7 1341.25 26
111.0 1.1 1079.5 86
191.0 2.6 838.5 294
244.0 4.0 642.25 664
283.0 4.2 673.5 695
320.0 4.7 694.5 735
249.0 3.9 734.25 649
219.0 3.7 742.25 586
200.0 3.4 791.0 546
138.0 2.2 941.75 245
118.0 1.9 991.0 178
99.0 1.6 1059.75 130
112.0 2.1 874.0 151
117.0 2.2 853.25 272
129.0 2.7 814.75 301
132.0 2.4 884.25 237
73.0 1.3 1071.5 95
68.0 1.2 1147.0 68
80.0 1.5 1094.0 101
68.0 1.3 1180.0 81
44.0 1.0 1287.25 50
47.0 0.9 1222.0 66
-200.0 0.5 1612.5 22
15.0 0.5 1699.0 18
44.0 0.6 1472.75 31
85.0 1.0 1219.75 57
207.0 3.1 720.5 342
230.0 4.1 639.25 644
181.0 2.2 872.25 216
144.0 1.7 956.75 117
140.0 1.9 901.5 156
204.0 2.9 779.0 332
149.0 2.2 846.0 232
171.0 2.6 804.0 295
195.0 3.1 755.0 386
152.0 2.3 850.25 278
128.0 2.4 809.5 263
121.0 2.8 820.5 322
142.0 2.7 818.66666666667 226
131.0 2.3 881.5 221
81.0 1.5 1044.0 109
60.0 1.4 1078.25 105
57.0 1.2 1097.5 84
96.0 1.6 985.5 106
85.0 1.2 1031.25 100
50.0 1.1 1085.0 71
-200.0 0.9 1098.5 72
57.0 0.7 1237.0 44
64.0 0.9 1175.5 45
153.0 1.7 1001.5 134
342.0 4.2 675.25 505
378.0 6.2 538.75 1042
304.0 4.6 631.0 737
192.0 2.8 799.5 375
130.0 1.6 970.25 124
106.0 1.7 974.0 137
102.0 1.7 936.5 179
99.0 1.7 -200.0 222
108.0 1.9 -200.0 197
131.0 2.3 -200.0 319
163.0 3.3 793.33333333333 388
211.0 4.2 700.25 589
267.0 5.5 623.75 840
269.0 4.9 666.0 655
154.0 2.5 827.0 254
127.0 2.0 844.0 188
122.0 2.0 897.75 120
126.0 2.0 921.25 157
84.0 1.3 985.5 88
58.0 1.0 1179.5 68
-200.0 0.9 1137.0 57
37.0 -200.0 1195.0 36
56.0 0.7 1196.5 51
91.0 1.1 1054.75 93
159.0 2.6 797.5 284
190.0 3.9 633.5 486
249.0 5.0 634.0 798
196.0 3.3 705.75 524
180.0 2.9 738.25 468
167.0 3.1 747.75 454
159.0 3.0 764.5 461
152.0 2.7 790.25 391
149.0 2.7 808.75 337
143.0 2.6 871.5 297
185.0 3.7 777.75 588
223.0 4.5 685.0 721
215.0 4.7 641.0 710
271.0 5.5 617.75 787
180.0 3.0 770.75 415
115.0 1.9 841.25 245
149.0 2.3 761.0 294
98.0 1.6 828.0 139
73.0 1.3 935.5 98
69.0 1.2 986.0 88
-200.0 0.9 1055.75 66
60.0 0.8 1144.5 57
